im00001.jpg,-1,-1,26.0309435185,86.4102251213,50.6079064081,75.7007979079,71.7297110288,87.5671559443,49.1695599794,89.005502373,23.1386164609,94.7901564882,131.311648416,13.804998875,111.643824424,34.6297536898,93.7113966667,49.0913889779,102.38837784,68.4621631637,110.783943407,88.4270369614,139.128748571,89.5839677845,96.8851393299,56.6114393277,116.568597522,53.4220624641
im00002.jpg,75.7106374089,49.4939423985,83.6550904424,63.1054385958,86.647501085,67.0247020923,106.084929507,54.366540259,86.0119448423,38.689486273,69.3550749822,34.7702227765,74.2541543528,154.30775942,81.7219402043,141.596634566,74.3865619034,117.471978855,89.9312083388,89.6399117276,122.741799367,100.444367853,123.721615241,136.194406504,84.4495357458,106.190855547,54.6578368703,98.4847361049
im00003.jpg,149.313893908,195.505749215,120.934027087,178.162497269,156.43016682,155.322244091,151.700189016,139.555651412,121.743662927,151.359289715,128.050299998,178.162497269,-1,-1,-1,-1,-1,-1,111.474071479,145.862288484,120.934027087,166.316246554,119.357367819,177.395473841,106.744093676,152.168925555,87.8241824614,145.052652644
im00004.jpg,67.9764705882,183.694117647,63.6235294118,133.2,34.0235294118,107.505882353,61.8823529412,110.988235294,76.2588235294,128.4,80.1647058824,173.247058824,10.9647058824,124.070588235,24.4470588235,91.4117647059,55.3647058824,74.4235294118,88.8705882353,80.0941176471,104.117647059,114.470588235,124.141176471,143.647058824,67.9764705882,84.0235294118,84.1176470588,72.8
im00005.jpg,145.829856778,95.5022897961,111.87785389,83.3843723666,-1,-1,146.222870317,67.6201626654,114.716285,89.0394005004,147.030731479,90.6551228243,-1,-1,-1,-1,-1,-1,102.991381108,63.6026909411,107.445534542,91.8559975245,112.685715052,118.122402331,95.7206306507,64.3887180176,76.7468103872,60.3712462932
im00006.jpg,219.140625,201.640625,189.8828125,171.71875,215.234375,163.28125,243.8671875,142.4609375,244.53125,176.2890625,295.234375,193.203125,167.109375,150.2734375,189.8828125,161.328125,203.5546875,142.4609375,210.0390625,122.3046875,213.3203125,111.25,177.5390625,115.15625,208.0859375,132.0703125,193.7890625,119.0625
im00007.jpg,45.4927561062,114.618761678,60.2822737421,86.8884161106,74.5971278051,105.849976728,93.5586884227,116.467451382,100.478783668,97.9805543375,75.9961362301,127.559589609,52.4128513514,61.4814238206,68.6013774122,71.1745536225,75.9961362301,69.7755451975,98.1804126839,66.0781657885,115.742964876,68.4015190658,128.683792808,64.2294760841,81.991886623,67.926855493,74.5971278051,37.4484576624
im00008.jpg,93.1046043388,54.1719740896,118.466432044,83.0191991695,94.4765160714,89.841679137,65.666369687,88.5068460999,95.14393259,75.4551452925,76.6416635477,51.4281506244,117.799015525,111.12485034,106.119226451,104.265291677,115.05519206,126.920374612,105.451809932,144.718148441,100.63157952,107.713610356,117.094520311,109.752938607,119.838343777,139.23050151,132.18554937,146.794555387
im00009.jpg,207.464285714,54.0,240.5,71.8214285714,263.642857143,84.3928571429,280.821428571,71.1785714286,258.357142857,43.4285714286,225.964285714,20.9642857143,278.178571429,162.357142857,274.857142857,142.535714286,272.214285714,122.035714286,279.5,103.535714286,298.642857143,102.25,303.285714286,119.392857143,266.285714286,111.464285714,243.821428571,112.142857143
im00010.jpg,40.0970873786,92.6537216828,80.8090614887,96.8284789644,114.951456311,90.8737864078,135.889967638,87.8640776699,165.242718447,72.3300970874,189.773462783,49.5469255663,49.6763754045,83.6893203883,76.0194174757,75.8899676375,98.7702265372,63.3009708738,127.508090615,54.3365695793,153.268608414,53.1391585761,178.414239482,48.3495145631,113.754045307,56.1165048544,106.569579288,33.3980582524
im00011.jpg,170.631067961,85.1941747573,149.514563107,89.6844660194,-1,-1,108.665048544,65.8980582524,71.8446601942,46.5776699029,31.432038835,28.1796116505,99.6844660194,95.5097087379,-1,-1,-1,-1,137.402912621,73.0825242718,138.300970874,89.2475728155,131.116504854,104.053398058,-1,-1,116.747572816,76.6747572816
im00012.jpg,57.4613686534,198.874172185,58.2781456954,156.821192053,51.7439293598,106.997792494,66.8653421634,107.814569536,102.803532009,103.730684327,74.6136865342,130.684326711,90.5518763797,64.9227373068,86.8653421634,89.4260485651,74.6136865342,71.059602649,51.7439293598,64.5253863135,66.8653421634,63.7086092715,86.46799117,59.6247240618,59.9116997792,57.174392936,64.8123620309,40.0220750552
im00013.jpg,50.9219858156,189.810874704,67.7541371158,159.692671395,-1,-1,-1,-1,100.330969267,145.200945626,89.1016548463,186.666666667,81.0874704492,106.713947991,70.1418439716,86.2174940898,74.0898345154,53.9243498818,-1,-1,-1,-1,-1,-1,87.1631205674,54.1607565012,102.080378251,31.0401891253
im00014.jpg,39.0300423061,98.9344082616,60.1325006401,92.7557605511,86.5200791696,73.4023347998,105.51229167,88.1930668573,83.3452048076,99.0864980514,52.3949325843,103.668202969,50.2846867509,87.1284383287,74.904221474,61.4632863009,96.7100950858,37.5471668556,127.318165282,44.9235216607,119.922799253,75.1703786061,107.622537504,104.352607023,116.405722864,41.0452320209,133.306700755,21.3496042425
im00015.jpg,-1,-1,-1,-1,-1,-1,118.308794449,127.669768294,118.308794449,81.4973972986,113.248808586,40.3850121654,-1,-1,-1,-1,-1,-1,142.81810097,97.3731029423,141.363355035,125.487649391,133.457127125,154.329568808,149.301207857,86.5573831611,155.815939655,69.2269315819
im00016.jpg,154.780055396,212.732145017,158.28307264,173.970497688,118.836052371,145.79405464,-1,-1,-1,-1,-1,-1,108.974297304,142.976410335,118.150679432,121.158705109,139.283011719,110.611577103,-1,-1,140.691833871,142.291037396,146.327122481,157.788081073,150.553588938,109.88812789,169.553649859,98.6175506703
im00017.jpg,125.39747283,124.171805188,-1,-1,-1,-1,169.667420766,132.284557677,136.720307239,104.736218289,102.722621448,111.214747255,106.487172063,141.447882431,-1,-1,142.148263941,98.7829754548,158.869872489,95.0184248392,156.185076701,115.008480433,140.514040418,134.969353465,147.54703808,92.8589151838,142.673550073,68.5498402787
im00018.jpg,213.362922633,185.51095884,221.690378475,174.032573762,214.43198791,129.244365319,249.823675235,132.395294556,258.151131077,161.54139,244.590882038,192.769349405,192.54428303,125.080637398,200.871738872,108.425725716,224.841307712,89.7452166667,267.491385601,102.236400429,274.806042759,126.149702675,278.969770679,144.886478318,251.905539196,99.0854711913,261.24579372,79.2796302718
